Date,Open,High,Low,Close,Volume,Adj Close
2011-06-14,120.25,121.139999,120.209999,120.699997,4853100,106.414098
2011-06-13,119.730003,120.040001,119.089996,119.459999,5363200,105.320865
2011-06-10,120.650002,120.739998,119.209999,119.370003,7384800,105.241521
2011-06-09,120.589996,121.68,120.43,121.120003,4024900,106.784393
2011-06-08,120.410004,120.830002,120.080002,120.300003,6860100,106.061447
2011-06-07,121.279999,121.599998,120.470001,120.489998,3834600,106.228955
2011-06-06,121.099998,121.339996,120.510002,120.730003,4679000,106.440553
2011-06-03,120.879997,122.00,120.839996,121.32,6224000,106.960718
2011-06-02,122.760002,122.870003,121.720001,122.300003,8832200,107.82473
2011-06-01,125.129997,125.18,122.620003,122.699997,8218900,108.177381
2011-05-31,125.330002,125.550003,124.599998,125.50,5290000,110.645979
2011-05-27,124.18,124.650002,123.980003,124.230003,4402800,109.526298
2011-05-26,123.410004,124.169998,122.919998,123.800003,6190400,109.147192
2011-05-25,122.839996,124.129997,122.800003,123.650002,4110900,109.014944
2011-05-24,123.809998,123.959999,123.209999,123.300003,4244400,108.706371
2011-05-23,123.220001,123.879997,123.029999,123.519997,5901700,108.900327
2011-05-20,125.510002,125.660004,124.57,124.849998,6881200,110.072911
2011-05-19,126.110001,126.480003,125.459999,126.18,4714900,110.880498
2011-05-18,124.889999,125.849998,124.559998,125.709999,4534600,110.467485
2011-05-17,124.93,125.260002,123.849998,124.809998,25391000,109.67661
2011-05-16,125.57,126.419998,125.290001,125.470001,4399900,110.256587
2011-05-13,126.980003,127.120003,125.410004,125.959999,6677500,110.687172
2011-05-12,125.959999,127.160004,125.370003,126.989998,6684200,111.592282
2011-05-11,127.199997,127.25,125.739998,126.309998,7813600,110.994733
2011-05-10,126.959999,127.669998,126.809998,127.449997,4179600,111.996506
2011-05-09,126.239998,127.07,126.040001,126.709999,5464900,111.346234
2011-05-06,126.730003,127.440002,125.830002,126.269997,9866400,110.959582
2011-05-05,126.580002,126.839996,125.00,125.639999,11362900,110.405973
2011-05-04,127.669998,127.760002,126.510002,126.970001,8253900,111.57471
2011-05-03,127.760002,128.179993,127.269997,127.82,7708200,112.321645
2011-05-02,128.600006,128.630005,127.620003,127.839996,10518700,112.339217
2011-04-29,127.559998,128.119995,127.540001,128.039993,11425900,112.514964
2011-04-28,126.559998,127.540001,126.540001,127.419998,11788000,111.970144
2011-04-27,125.879997,126.870003,125.669998,126.690002,5703800,111.328662
2011-04-26,124.790001,125.879997,124.650002,125.699997,6200000,110.458696
2011-04-25,124.660004,124.709999,124.209999,124.550003,4441200,109.44814
2011-04-21,124.629997,124.809998,124.190002,124.790001,4019100,109.659038
2011-04-20,123.93,124.529999,123.760002,124.339996,6708700,109.263597
2011-04-19,121.959999,122.489998,121.730003,122.389999,5007200,107.55004
2011-04-18,121.830002,121.879997,120.650002,121.739998,10033200,106.978852
2011-04-15,122.879997,123.419998,122.449997,123.190002,5299500,108.253042
2011-04-14,121.970001,122.889999,121.459999,122.720001,4338300,107.74161
2011-04-13,123.169998,123.209999,122.080002,122.550003,4278200,107.59236
2011-04-12,122.919998,123.099998,122.169998,122.459999,5161400,107.513342
2011-04-11,123.790001,124.279999,123.360001,123.639999,5467500,108.549319
2011-04-08,124.290001,124.349998,123.050003,123.650002,6080300,108.5581
2011-04-07,124.040001,124.25,123.110001,123.910004,6542200,108.786368
2011-04-06,124.209999,124.360001,123.800003,124.169998,4246000,109.01463
2011-04-05,123.519997,124.139999,123.260002,123.650002,8523300,108.5581
2011-04-04,123.639999,123.839996,123.449997,123.760002,6278900,108.654675
2011-04-01,123.589996,123.949997,123.139999,123.459999,5203200,108.391288
2011-03-31,123.18,123.559998,122.949997,123.019997,4355100,108.00499
2011-03-30,123.00,123.580002,122.940002,123.209999,4100800,108.171802
2011-03-29,121.739998,122.599998,121.489998,122.510002,6025800,107.557242
2011-03-28,122.110001,122.459999,121.699997,121.760002,2663400,106.898782
2011-03-25,121.699997,122.330002,121.599998,121.959999,6604100,107.074368
2011-03-24,121.25,121.650002,120.720001,121.459999,4827100,106.635395
2011-03-23,119.68,120.910004,119.440002,120.629997,6693400,105.906698
2011-03-22,120.150002,120.239998,119.769997,119.919998,6360500,105.283356
2011-03-21,119.550003,120.519997,119.550003,120.07,7615000,105.41505
2011-03-18,118.830002,119.010002,118.00,118.269997,10498900,103.834743
2011-03-17,117.449997,117.980003,116.910004,117.690002,7902300,103.127124
2011-03-16,117.989998,118.209999,115.510002,116.160004,16469000,101.786446
2011-03-15,117.099998,119.129997,116.919998,118.43,14786600,103.775555
2011-03-14,119.769997,120.110001,118.919998,119.849998,8026700,105.019843
2011-03-11,119.269997,120.839996,119.220001,120.419998,10479900,105.519312
2011-03-10,120.949997,121.050003,119.620003,119.730003,15698000,104.914696
2011-03-09,121.870003,122.459999,121.449997,122.010002,7819900,106.91257
2011-03-08,120.870003,122.389999,120.580002,121.989998,8009200,106.895041
2011-03-07,121.769997,122.260002,120.209999,120.709999,8355500,105.773428
2011-03-04,122.43,122.529999,120.599998,121.470001,10366700,106.439388
2011-03-03,121.440002,122.660004,121.43,122.360001,7297200,107.21926
2011-03-02,120.25,120.980003,120.00,120.449997,8298400,105.545598
2011-03-01,122.400002,122.480003,120.370003,120.370003,9666700,105.475503
2011-02-28,121.50,122.18,121.440002,122.150002,5759600,107.035246
2011-02-25,120.940002,121.330002,120.739998,121.139999,5649800,106.15022
2011-02-24,120.769997,121.040001,119.559998,120.419998,12247300,105.519312
2011-02-23,121.669998,121.769997,120.360001,120.849998,14461100,105.896104
2011-02-22,122.870003,123.279999,121.489998,121.889999,9844300,106.807416
2011-02-18,122.970001,123.639999,122.82,123.599998,6320900,108.305821
2011-02-17,122.650002,123.339996,122.57,123.160004,4856500,107.657385
2011-02-16,122.489998,123.059998,122.370003,122.879997,5680000,107.412625
2011-02-15,122.339996,122.370003,121.879997,122.199997,4854700,106.818218
2011-02-14,122.489998,122.709999,122.300003,122.610001,4093900,107.176613
2011-02-11,121.82,122.760002,121.709999,122.650002,6887200,107.211579
2011-02-10,121.769997,122.25,121.43,122.169998,7202200,106.791996
2011-02-09,122.110001,122.400002,121.75,122.279999,7682100,106.88815
2011-02-08,121.449997,122.220001,121.330002,122.139999,6032000,106.765773
2011-02-07,120.879997,121.650002,120.849998,121.349998,7317100,106.075213
2011-02-04,120.370003,120.690002,120.019997,120.690002,5191300,105.498293
2011-02-03,120.029999,120.57,119.559998,120.370003,6338100,105.218573
2011-02-02,119.889999,120.32,119.889999,120.099998,4231200,104.982555
2011-02-01,119.160004,120.230003,119.080002,120.089996,7626900,104.973812
2011-01-31,118.25,118.650002,117.879997,118.599998,8965000,103.671366
2011-01-28,119.660004,119.860001,117.760002,118.019997,17156100,103.164371
2011-01-27,119.620003,119.93,119.449997,119.639999,7393200,104.580458
2011-01-26,119.550003,119.940002,119.339996,119.610001,9154100,104.554235
2011-01-25,119.300003,119.589996,118.709999,119.489998,10474000,104.449337
2011-01-24,118.360001,119.580002,118.339996,119.559998,12299400,104.510526
2011-01-21,118.709999,118.800003,117.970001,118.459999,9663000,103.548988
2011-01-20,117.839996,118.339996,117.330002,118.120003,10935600,103.125919
2011-01-19,118.349998,118.489998,117.860001,118.160004,9080300,103.160842
2011-01-18,117.760002,118.43,117.739998,118.230003,4665700,103.221956
2011-01-14,116.879997,117.769997,116.809998,117.690002,5885800,102.750502
2011-01-13,117.370003,117.379997,116.82,117.199997,6056800,102.322698
2011-01-12,117.150002,117.650002,117.010002,117.400002,5255800,102.497314
2011-01-11,116.629997,116.860001,116.169998,116.550003,5122600,101.755214
2011-01-10,116.160004,116.339996,115.559998,116.199997,6166700,101.449637
2011-01-07,116.910004,117.099998,115.82,116.57,9249800,101.772672
2011-01-06,117.139999,117.190002,116.50,116.779999,7161600,101.956014
2011-01-05,116.459999,117.190002,116.300003,117.040001,7567800,102.183012
2011-01-04,116.709999,116.730003,116.110001,116.639999,9775600,101.833786
2011-01-03,116.410004,116.860001,116.360001,116.410004,9108900,101.632986
