Date,Open,High,Low,Close,Volume,Adj Close
2009-02-25,73.029999,74.050003,71.559998,72.669998,43668900,60.29509
2009-02-24,71.57,73.800003,71.150002,73.379997,37524300,60.884184
2009-02-23,74.239998,74.410004,71.07,71.150002,36003600,59.033932
2009-02-20,73.32,74.709999,72.480003,73.730003,46343700,61.174588
2009-02-19,76.43,76.50,74.800003,75.029999,30933800,61.950364
2009-02-18,76.25,76.489998,75.089996,75.760002,35793800,62.553109
2009-02-17,76.599998,77.059998,75.720001,75.75,36731400,62.54485
2009-02-13,79.480003,79.949997,78.470001,78.550003,23850300,64.856742
2009-02-12,78.43,79.620003,77.150002,79.50,45482100,65.64113
2009-02-11,79.620003,80.010002,78.68,79.550003,33244600,65.682416
2009-02-10,82.230003,82.730003,78.610001,79.190002,49006600,65.385173
2009-02-09,82.800003,83.290001,82.099998,82.75,20793600,68.324573
2009-02-06,80.870003,83.269997,80.720001,82.860001,30049700,68.415397
2009-02-05,79.260002,81.150002,78.50,80.550003,39865100,66.508091
2009-02-04,80.800003,81.709999,79.339996,79.690002,27506400,65.79801
2009-02-03,79.779999,81.099998,79.019997,80.629997,24065100,66.57414
2009-02-02,79.139999,79.919998,78.650002,79.32,22968000,65.492509
2009-01-30,81.830002,81.959999,79.599998,80.080002,26172600,66.120023
2009-01-29,82.580002,82.940002,81.349998,81.529999,20825600,67.317249
2009-01-28,83.040001,84.040001,82.589996,83.68,21080000,69.09245
2009-01-27,81.489998,82.239998,80.800003,81.510002,23352800,67.300738
2009-01-26,80.860001,82.290001,80.190002,81.07,28917300,66.937439
2009-01-23,79.50,81.529999,79.050003,80.519997,44701000,66.483315
2009-01-22,80.900002,82.040001,79.550003,81.160004,40157400,67.011753
2009-01-21,80.650002,82.410004,79.349998,82.239998,34826600,67.903477
2009-01-20,82.209999,82.410004,79.360001,79.410004,36892100,65.566822
2009-01-16,83.220001,83.400002,81.029999,82.690002,37613200,68.275034
2009-01-15,82.07,82.980003,80.040001,82.18,44216600,67.737515
2009-01-14,83.160004,83.360001,81.480003,82.080002,38850600,67.655091
2009-01-13,84.610001,85.290001,83.830002,84.419998,29846500,69.583851
2009-01-12,85.769997,86.019997,84.260002,84.790001,22622000,69.888829
2009-01-09,87.669998,87.760002,85.839996,86.139999,24494100,71.001576
2009-01-08,87.07,87.57,86.550003,87.43,23641700,72.064869
2009-01-07,88.879997,89.18,87.230003,87.860001,33165500,72.4193
2009-01-06,90.18,90.900002,89.379997,90.150002,37258400,74.306852
2009-01-05,89.870003,90.330002,88.870003,89.699997,25612100,73.935932
2009-01-02,87.949997,90.620003,87.57,90.199997,24558800,74.348061
